Compound name (signal),cis (MS1 +TIC SIM ESI Frag=70V Gain=1.0)
Sample Acq Order No,Sample Vial Number,Sample Name,Compound Name,RT [min],Area
70,D3B-F10,D3B-F10,cis,2.129,996617.1059
71,D3B-F11,D3B-F11,cis,2.133,475742.0855
72,D3B-F12,D3B-F12,cis,2.131,521460.4148
73,D3B-G1,D3B-G1,cis,2.130,17151.3529
74,D3B-G2,D3B-G2,cis,2.130,417778.8864
75,D3B-G3,D3B-G3,cis,2.133,345306.7227
76,D3B-G4,D3B-G4,cis,2.130,237934.7561
77,D3B-G5,D3B-G5,cis,2.130,663497.3220
78,D3B-G6,D3B-G6,cis,2.132,199945.4782
79,D3B-G7,D3B-G7,cis,2.131,26130.3552
80,D3B-G8,D3B-G8,cis,2.129,470268.3006
81,D3B-G9,D3B-G9,cis,2.127,505979.9223
82,D3B-G10,D3B-G10,cis,2.130,591381.2257
83,D3B-G11,D3B-G11,cis,2.132,322438.0656
84,D3B-G12,D3B-G12,cis,2.129,930301.9268
85,D3B-H1,D3B-H1,cis,2.129,1500670.4131
86,D3B-H2,D3B-H2,cis,2.130,23906.9425
87,D3B-H3,D3B-H3,cis,2.130,285392.6156
88,D3B-H4,D3B-H4,cis,2.131,858544.0256
89,D3B-H5,D3B-H5,cis,2.130,253789.1094
90,D3B-H6,D3B-H6,cis,2.129,468385.4945
91,D3B-H7,D3B-H7,cis,2.127,319174.0711
92,D3B-H8,D3B-H8,cis,,
93,D3B-H9,D3B-H9,cis,2.129,877793.2607
94,D3B-H10,D3B-H10,cis,2.129,664150.5776
95,D3B-H11,D3B-H11,cis,2.131,221856.8751
96,D3B-H12,D3B-H12,cis,2.129,686650.3652
Compound name (signal),trans (MS1 +TIC SIM ESI Frag=70V Gain=1.0)
Sample Acq Order No,Sample Vial Number,Sample Name,Compound Name,RT [min],Area
1,D3B-A1,D3B-A1,trans,,
2,D3B-A2,D3B-A2,trans,2.597,883282.3736
3,D3B-A3,D3B-A3,trans,2.598,110191.7707
4,D3B-A4,D3B-A4,trans,2.599,804197.5885
5,D3B-A5,D3B-A5,trans,2.599,113665.5278
6,D3B-A6,D3B-A6,trans,2.599,706339.0506
7,D3B-A7,D3B-A7,trans,2.596,114350.4951
8,D3B-A8,D3B-A8,trans,2.599,424166.3070
9,D3B-A9,D3B-A9,trans,2.599,91728.8608
10,D3B-A10,D3B-A10,trans,2.600,556645.9842
11,D3B-A11,D3B-A11,trans,2.599,349040.9336
12,D3B-A12,D3B-A12,trans,2.596,650356.9842
13,D3B-B1,D3B-B1,trans,2.601,577681.6171
14,D3B-B2,D3B-B2,trans,2.599,22284.5515
15,D3B-B3,D3B-B3,trans,2.598,537386.2560
16,D3B-B4,D3B-B4,trans,2.598,40990.0973
17,D3B-B5,D3B-B5,trans,2.600,840203.9967
18,D3B-B6,D3B-B6,trans,2.599,576833.9597
19,D3B-B7,D3B-B7,trans,2.598,776872.0927
20,D3B-B8,D3B-B8,trans,2.597,461406.6662
21,D3B-B9,D3B-B9,trans,2.599,749439.8948
22,D3B-B10,D3B-B10,trans,2.602,875709.9322
23,D3B-B11,D3B-B11,trans,2.599,747879.0876
24,D3B-B12,D3B-B12,trans,2.598,15341.7184
25,D3B-C1,D3B-C1,trans,2.596,439511.7821
26,D3B-C2,D3B-C2,trans,2.596,167741.6170
27,D3B-C3,D3B-C3,trans,2.600,821097.3049
28,D3B-C4,D3B-C4,trans,2.598,23363.9313
29,D3B-C5,D3B-C5,trans,2.600,595542.7923
30,D3B-C6,D3B-C6,trans,2.599,21782.5053
31,D3B-C7,D3B-C7,trans,2.596,291394.5007
32,D3B-C8,D3B-C8,trans,2.599,551981.5055
33,D3B-C9,D3B-C9,trans,2.600,537279.7484
34,D3B-C10,D3B-C10,trans,2.600,565778.4674
35,D3B-C11,D3B-C11,trans,,
36,D3B-C12,D3B-C12,trans,2.598,141340.3581
37,D3B-D1,D3B-D1,trans,2.598,219542.0852
38,D3B-D2,D3B-D2,trans,2.599,370634.7369
39,D3B-D3,D3B-D3,trans,2.603,744214.5764
40,D3B-D4,D3B-D4,trans,2.599,715960.6429
41,D3B-D5,D3B-D5,trans,2.600,85240.1250
42,D3B-D6,D3B-D6,trans,2.599,623695.1785
43,D3B-D7,D3B-D7,trans,2.598,758694.4710
44,D3B-D8,D3B-D8,trans,2.599,757597.8295
45,D3B-D9,D3B-D9,trans,2.599,580556.8247
46,D3B-D10,D3B-D10,trans,2.600,393734.0376
47,D3B-D11,D3B-D11,trans,2.596,866265.9333
48,D3B-D12,D3B-D12,trans,2.599,411275.0230
49,D3B-E1,D3B-E1,trans,2.600,232431.4441
50,D3B-E2,D3B-E2,trans,2.599,83194.2119
51,D3B-E3,D3B-E3,trans,2.601,798972.6160
52,D3B-E4,D3B-E4,trans,2.601,837752.2555
53,D3B-E5,D3B-E5,trans,2.603,798526.8789
54,D3B-E6,D3B-E6,trans,2.602,403328.3644
55,D3B-E7,D3B-E7,trans,2.601,504363.1853
56,D3B-E8,D3B-E8,trans,2.602,563905.3277
57,D3B-E9,D3B-E9,trans,2.604,603360.3184
58,D3B-E10,D3B-E10,trans,2.604,506305.4297
59,D3B-E11,D3B-E11,trans,2.602,23222.2222
60,D3B-E12,D3B-E12,trans,2.604,538991.4367
61,D3B-F1,D3B-F1,trans,2.601,668476.1008
62,D3B-F2,D3B-F2,trans,2.603,594432.4925
63,D3B-F3,D3B-F3,trans,2.604,691750.6384
64,D3B-F4,D3B-F4,trans,2.603,515661.3389
65,D3B-F5,D3B-F5,trans,2.600,315860.5629
66,D3B-F6,D3B-F6,trans,2.603,835667.2175
67,D3B-F7,D3B-F7,trans,2.601,659439.9191
68,D3B-F8,D3B-F8,trans,2.600,571606.3585
69,D3B-F9,D3B-F9,trans,2.605,39276.3015
70,D3B-F10,D3B-F10,trans,2.604,743031.1024
71,D3B-F11,D3B-F11,trans,2.609,689371.4688
72,D3B-F12,D3B-F12,trans,2.606,387963.4420
73,D3B-G1,D3B-G1,trans,2.604,17271.4787
74,D3B-G2,D3B-G2,trans,2.603,514707.2870
75,D3B-G3,D3B-G3,trans,2.606,248285.6784
76,D3B-G4,D3B-G4,trans,2.605,191615.3411
77,D3B-G5,D3B-G5,trans,2.607,695492.0337
78,D3B-G6,D3B-G6,trans,2.606,117458.4741
79,D3B-G7,D3B-G7,trans,2.609,32984.2345
80,D3B-G8,D3B-G8,trans,2.602,348841.6099
81,D3B-G9,D3B-G9,trans,2.601,370187.6525
82,D3B-G10,D3B-G10,trans,2.607,489963.1719
83,D3B-G11,D3B-G11,trans,2.604,474458.7443
84,D3B-G12,D3B-G12,trans,2.605,667297.1104
85,D3B-H1,D3B-H1,trans,2.605,1022357.4659
86,D3B-H2,D3B-H2,trans,2.604,18908.3243
87,D3B-H3,D3B-H3,trans,2.606,204409.4345
88,D3B-H4,D3B-H4,trans,2.604,807940.8362
89,D3B-H5,D3B-H5,trans,2.602,156129.5005
90,D3B-H6,D3B-H6,trans,2.606,404283.5074
91,D3B-H7,D3B-H7,trans,2.601,336437.3441
92,D3B-H8,D3B-H8,trans,,
93,D3B-H9,D3B-H9,trans,2.604,702398.0876
94,D3B-H10,D3B-H10,trans,2.602,649822.7302
95,D3B-H11,D3B-H11,trans,2.604,179821.6347
96,D3B-H12,D3B-H12,trans,2.605,598656.0435
