Compound name (signal),cis (MS1 +TIC SIM ESI Frag=70V Gain=1.0)
Sample Acq Order No,Sample Vial Number,Sample Name,Compound Name,RT [min],Area
39,D4F-D3,D4F-D3,cis,2.130,804972.6480
40,D4F-D4,D4F-D4,cis,2.130,773018.3908
41,D4F-D5,D4F-D5,cis,2.131,770718.8297
42,D4F-D6,D4F-D6,cis,2.130,123555.9003
43,D4F-D7,D4F-D7,cis,2.131,207644.1711
44,D4F-D8,D4F-D8,cis,2.130,546434.5041
45,D4F-D9,D4F-D9,cis,2.130,60999.2784
46,D4F-D10,D4F-D10,cis,2.126,37731.2976
47,D4F-D11,D4F-D11,cis,2.128,1115689.8603
48,D4F-D12,D4F-D12,cis,2.130,44806.7453
49,D4F-E1,D4F-E1,cis,2.132,559316.2013
50,D4F-E2,D4F-E2,cis,2.131,568557.4739
51,D4F-E3,D4F-E3,cis,2.129,530146.2606
52,D4F-E4,D4F-E4,cis,2.130,660551.1776
53,D4F-E5,D4F-E5,cis,2.128,740333.5718
54,D4F-E6,D4F-E6,cis,2.130,762267.1716
55,D4F-E7,D4F-E7,cis,2.130,502180.5986
56,D4F-E8,D4F-E8,cis,2.129,116212.2088
57,D4F-E9,D4F-E9,cis,2.128,534781.5992
58,D4F-E10,D4F-E10,cis,2.131,503061.9875
59,D4F-E11,D4F-E11,cis,2.128,517012.8374
60,D4F-E12,D4F-E12,cis,2.128,602731.0184
61,D4F-F1,D4F-F1,cis,2.130,483260.0215
62,D4F-F2,D4F-F2,cis,2.129,46644.2078
63,D4F-F3,D4F-F3,cis,2.129,580488.8059
64,D4F-F4,D4F-F4,cis,2.130,433872.8702
65,D4F-F5,D4F-F5,cis,2.130,509343.5336
66,D4F-F6,D4F-F6,cis,2.130,544083.4147
67,D4F-F7,D4F-F7,cis,2.128,452578.3936
68,D4F-F8,D4F-F8,cis,2.131,771612.4137
69,D4F-F9,D4F-F9,cis,2.130,604812.3164
70,D4F-F10,D4F-F10,cis,2.130,999881.8011
71,D4F-F11,D4F-F11,cis,2.130,884498.2745
72,D4F-F12,D4F-F12,cis,2.130,515319.6043
73,D4F-G1,D4F-G1,cis,2.130,679696.6927
74,D4F-G2,D4F-G2,cis,2.130,1035928.6865
75,D4F-G3,D4F-G3,cis,2.132,682306.6928
76,D4F-G4,D4F-G4,cis,2.130,725352.0646
77,D4F-G5,D4F-G5,cis,2.131,284174.3571
78,D4F-G6,D4F-G6,cis,2.128,933144.2786
79,D4F-G7,D4F-G7,cis,2.128,509928.9914
80,D4F-G8,D4F-G8,cis,2.130,896987.8711
81,D4F-G9,D4F-G9,cis,2.129,488281.8813
82,D4F-G10,D4F-G10,cis,2.134,63825.0585
83,D4F-G11,D4F-G11,cis,2.130,479155.8962
84,D4F-G12,D4F-G12,cis,2.132,421600.3828
85,D4F-H1,D4F-H1,cis,2.131,440031.9145
86,D4F-H2,D4F-H2,cis,2.130,576926.0338
87,D4F-H3,D4F-H3,cis,2.132,596586.7299
88,D4F-H4,D4F-H4,cis,2.130,160026.3900
89,D4F-H5,D4F-H5,cis,2.131,459204.9380
90,D4F-H6,D4F-H6,cis,2.130,542354.0730
91,D4F-H7,D4F-H7,cis,2.129,474919.6671
92,D4F-H8,D4F-H8,cis,,
93,D4F-H9,D4F-H9,cis,2.130,499405.3810
94,D4F-H10,D4F-H10,cis,2.130,523677.7772
95,D4F-H11,D4F-H11,cis,2.130,436582.9329
96,D4F-H12,D4F-H12,cis,2.128,756046.0202
Compound name (signal),trans (MS1 +TIC SIM ESI Frag=70V Gain=1.0)
Sample Acq Order No,Sample Vial Number,Sample Name,Compound Name,RT [min],Area
1,D4F-A1,D4F-A1,trans,,
2,D4F-A2,D4F-A2,trans,2.604,1051304.1229
3,D4F-A3,D4F-A3,trans,2.605,288735.8282
4,D4F-A4,D4F-A4,trans,2.608,919680.8534
5,D4F-A5,D4F-A5,trans,2.605,702760.2443
6,D4F-A6,D4F-A6,trans,2.607,933792.2375
7,D4F-A7,D4F-A7,trans,2.610,740213.0609
8,D4F-A8,D4F-A8,trans,2.604,856892.9697
9,D4F-A9,D4F-A9,trans,2.605,801590.8955
10,D4F-A10,D4F-A10,trans,2.611,899457.7805
11,D4F-A11,D4F-A11,trans,2.607,823735.9168
12,D4F-A12,D4F-A12,trans,2.607,1212893.4841
13,D4F-B1,D4F-B1,trans,2.607,53946.9524
14,D4F-B2,D4F-B2,trans,2.604,1126562.0676
15,D4F-B3,D4F-B3,trans,2.606,798311.3989
16,D4F-B4,D4F-B4,trans,2.606,107885.3204
17,D4F-B5,D4F-B5,trans,2.605,705515.5133
18,D4F-B6,D4F-B6,trans,2.606,48503.6522
19,D4F-B7,D4F-B7,trans,2.605,475598.0417
20,D4F-B8,D4F-B8,trans,2.603,1068620.6525
21,D4F-B9,D4F-B9,trans,2.606,609519.9868
22,D4F-B10,D4F-B10,trans,2.603,772194.7493
23,D4F-B11,D4F-B11,trans,2.604,655154.6625
24,D4F-B12,D4F-B12,trans,2.600,975735.0338
25,D4F-C1,D4F-C1,trans,2.605,646384.2517
26,D4F-C2,D4F-C2,trans,2.606,912960.2119
27,D4F-C3,D4F-C3,trans,2.605,928974.3014
28,D4F-C4,D4F-C4,trans,2.604,56611.3220
29,D4F-C5,D4F-C5,trans,2.605,37629.8609
30,D4F-C6,D4F-C6,trans,2.601,743330.7454
31,D4F-C7,D4F-C7,trans,2.602,868515.9883
32,D4F-C8,D4F-C8,trans,2.605,111352.7076
33,D4F-C9,D4F-C9,trans,2.604,771742.5296
34,D4F-C10,D4F-C10,trans,2.603,668885.4358
35,D4F-C11,D4F-C11,trans,2.603,48821.2843
36,D4F-C12,D4F-C12,trans,2.600,482903.2694
37,D4F-D1,D4F-D1,trans,2.601,107682.4110
38,D4F-D2,D4F-D2,trans,2.603,790287.4633
39,D4F-D3,D4F-D3,trans,2.605,883700.2628
40,D4F-D4,D4F-D4,trans,2.604,778714.0729
41,D4F-D5,D4F-D5,trans,2.606,777517.6542
42,D4F-D6,D4F-D6,trans,2.604,137197.0384
43,D4F-D7,D4F-D7,trans,2.606,129392.8794
44,D4F-D8,D4F-D8,trans,2.605,687647.4008
45,D4F-D9,D4F-D9,trans,2.605,230151.5034
46,D4F-D10,D4F-D10,trans,2.600,58424.3697
47,D4F-D11,D4F-D11,trans,2.602,767864.4395
48,D4F-D12,D4F-D12,trans,2.606,52104.0684
49,D4F-E1,D4F-E1,trans,2.607,625560.1077
50,D4F-E2,D4F-E2,trans,2.603,662176.4462
51,D4F-E3,D4F-E3,trans,2.604,487566.2258
52,D4F-E4,D4F-E4,trans,2.604,730818.5986
53,D4F-E5,D4F-E5,trans,2.603,878086.2187
54,D4F-E6,D4F-E6,trans,2.607,849338.8546
55,D4F-E7,D4F-E7,trans,2.604,489915.7097
56,D4F-E8,D4F-E8,trans,2.603,122184.6202
57,D4F-E9,D4F-E9,trans,2.602,650104.2386
58,D4F-E10,D4F-E10,trans,2.605,605847.1450
59,D4F-E11,D4F-E11,trans,2.602,692518.4427
60,D4F-E12,D4F-E12,trans,2.604,669869.2436
61,D4F-F1,D4F-F1,trans,2.605,398652.8162
62,D4F-F2,D4F-F2,trans,2.603,35543.1550
63,D4F-F3,D4F-F3,trans,2.605,461941.5094
64,D4F-F4,D4F-F4,trans,2.604,854367.1626
65,D4F-F5,D4F-F5,trans,2.603,545407.7309
66,D4F-F6,D4F-F6,trans,2.604,443513.9731
67,D4F-F7,D4F-F7,trans,2.602,424380.6436
68,D4F-F8,D4F-F8,trans,2.606,620054.9523
69,D4F-F9,D4F-F9,trans,2.602,587458.8913
70,D4F-F10,D4F-F10,trans,2.606,907509.8852
71,D4F-F11,D4F-F11,trans,2.603,645097.7447
72,D4F-F12,D4F-F12,trans,2.606,609729.1828
73,D4F-G1,D4F-G1,trans,2.605,728021.7859
74,D4F-G2,D4F-G2,trans,2.606,1092062.7189
75,D4F-G3,D4F-G3,trans,2.606,776216.3840
76,D4F-G4,D4F-G4,trans,2.606,895122.5012
77,D4F-G5,D4F-G5,trans,2.607,215809.1609
78,D4F-G6,D4F-G6,trans,2.603,918028.9605
79,D4F-G7,D4F-G7,trans,2.601,545923.9174
80,D4F-G8,D4F-G8,trans,2.602,313147.7838
81,D4F-G9,D4F-G9,trans,2.606,588588.4325
82,D4F-G10,D4F-G10,trans,2.609,58016.6902
83,D4F-G11,D4F-G11,trans,2.605,561805.7997
84,D4F-G12,D4F-G12,trans,2.608,660628.5114
85,D4F-H1,D4F-H1,trans,2.606,396022.0342
86,D4F-H2,D4F-H2,trans,2.606,648498.9411
87,D4F-H3,D4F-H3,trans,2.608,527583.5439
88,D4F-H4,D4F-H4,trans,2.607,88992.7116
89,D4F-H5,D4F-H5,trans,2.605,610808.8240
90,D4F-H6,D4F-H6,trans,2.605,592091.1103
91,D4F-H7,D4F-H7,trans,2.603,568366.7247
92,D4F-H8,D4F-H8,trans,,
93,D4F-H9,D4F-H9,trans,2.603,486903.1938
94,D4F-H10,D4F-H10,trans,2.603,630338.4480
95,D4F-H11,D4F-H11,trans,2.603,404482.7424
96,D4F-H12,D4F-H12,trans,2.604,795100.2992
