Compound name (signal),cis (MS1 +TIC SIM ESI Frag=70V Gain=1.0)
Sample Acq Order No,Sample Vial Number,Sample Name,Compound Name,RT [min],Area
40,D5B-D4,D5B-D4,cis,2.131,444807.5950
41,D5B-D5,D5B-D5,cis,2.129,213814.6294
42,D5B-D6,D5B-D6,cis,2.133,441029.6939
43,D5B-D7,D5B-D7,cis,2.130,51317.6079
44,D5B-D8,D5B-D8,cis,2.130,539341.3158
45,D5B-D9,D5B-D9,cis,2.129,101888.5191
46,D5B-D10,D5B-D10,cis,2.130,526421.3715
47,D5B-D11,D5B-D11,cis,2.134,68831.0134
48,D5B-D12,D5B-D12,cis,2.127,565491.8333
49,D5B-E1,D5B-E1,cis,2.133,474798.4453
50,D5B-E2,D5B-E2,cis,2.126,534108.4004
51,D5B-E3,D5B-E3,cis,2.130,392179.5364
52,D5B-E4,D5B-E4,cis,2.131,415510.8737
53,D5B-E5,D5B-E5,cis,2.133,34307.1750
54,D5B-E6,D5B-E6,cis,2.131,537938.1597
55,D5B-E7,D5B-E7,cis,2.132,95347.2233
56,D5B-E8,D5B-E8,cis,2.131,496761.8320
57,D5B-E9,D5B-E9,cis,2.132,472935.3675
58,D5B-E10,D5B-E10,cis,2.130,409993.2412
59,D5B-E11,D5B-E11,cis,2.131,116574.0705
60,D5B-E12,D5B-E12,cis,2.130,540013.6655
61,D5B-F1,D5B-F1,cis,2.132,180579.1992
62,D5B-F2,D5B-F2,cis,2.132,426843.2914
63,D5B-F3,D5B-F3,cis,2.130,621282.7566
64,D5B-F4,D5B-F4,cis,2.130,368690.0766
65,D5B-F5,D5B-F5,cis,2.132,547818.6707
66,D5B-F6,D5B-F6,cis,2.130,509549.3220
67,D5B-F7,D5B-F7,cis,2.134,68527.4959
68,D5B-F8,D5B-F8,cis,2.131,534702.4716
69,D5B-F9,D5B-F9,cis,2.132,590345.2505
70,D5B-F10,D5B-F10,cis,2.131,654821.6743
71,D5B-F11,D5B-F11,cis,2.131,588662.5666
72,D5B-F12,D5B-F12,cis,2.129,496356.1014
73,D5B-G1,D5B-G1,cis,2.132,529309.5394
74,D5B-G2,D5B-G2,cis,2.130,404507.1597
75,D5B-G3,D5B-G3,cis,2.130,521139.6333
76,D5B-G4,D5B-G4,cis,2.130,488921.0167
77,D5B-G5,D5B-G5,cis,2.131,105585.8053
78,D5B-G6,D5B-G6,cis,2.127,524161.9197
79,D5B-G7,D5B-G7,cis,2.132,537366.4031
80,D5B-G8,D5B-G8,cis,2.131,887927.8600
81,D5B-G9,D5B-G9,cis,2.131,60107.9356
82,D5B-G10,D5B-G10,cis,2.129,47767.5930
83,D5B-G11,D5B-G11,cis,2.129,694916.8267
84,D5B-G12,D5B-G12,cis,2.131,475122.1988
85,D5B-H1,D5B-H1,cis,2.131,471789.0312
86,D5B-H2,D5B-H2,cis,2.130,67623.2357
87,D5B-H3,D5B-H3,cis,2.130,540456.8667
88,D5B-H4,D5B-H4,cis,2.130,550377.6144
89,D5B-H5,D5B-H5,cis,2.127,527797.8189
90,D5B-H6,D5B-H6,cis,2.130,457029.6522
91,D5B-H7,D5B-H7,cis,2.130,526402.2748
92,D5B-H8,D5B-H8,cis,2.132,148840.3318
93,D5B-H9,D5B-H9,cis,2.130,1008989.6929
94,D5B-H10,D5B-H10,cis,2.131,653978.7105
95,D5B-H11,D5B-H11,cis,2.131,665520.1114
96,D5B-H12,D5B-H12,cis,2.127,591832.8281
Compound name (signal),trans (MS1 +TIC SIM ESI Frag=70V Gain=1.0)
Sample Acq Order No,Sample Vial Number,Sample Name,Compound Name,RT [min],Area
1,D5B-A1,D5B-A1,trans,,
2,D5B-A2,D5B-A2,trans,2.609,601908.9213
3,D5B-A3,D5B-A3,trans,2.607,810061.2611
4,D5B-A4,D5B-A4,trans,2.609,649835.3814
5,D5B-A5,D5B-A5,trans,2.606,676350.8847
6,D5B-A6,D5B-A6,trans,2.608,88903.3260
7,D5B-A7,D5B-A7,trans,2.608,636959.1633
8,D5B-A8,D5B-A8,trans,2.612,92809.7391
9,D5B-A9,D5B-A9,trans,2.608,788407.8127
10,D5B-A10,D5B-A10,trans,2.611,16710.2888
11,D5B-A11,D5B-A11,trans,2.606,422992.8524
12,D5B-A12,D5B-A12,trans,2.610,687990.3210
13,D5B-B1,D5B-B1,trans,2.607,769344.7326
14,D5B-B2,D5B-B2,trans,2.606,47579.9115
15,D5B-B3,D5B-B3,trans,2.610,679000.5348
16,D5B-B4,D5B-B4,trans,2.607,352537.8735
17,D5B-B5,D5B-B5,trans,2.605,346893.1788
18,D5B-B6,D5B-B6,trans,2.606,721163.4473
19,D5B-B7,D5B-B7,trans,2.655,186425.8571
20,D5B-B8,D5B-B8,trans,2.605,727495.2265
21,D5B-B9,D5B-B9,trans,2.606,58656.2961
22,D5B-B10,D5B-B10,trans,2.648,319467.9817
23,D5B-B11,D5B-B11,trans,2.606,317747.5067
24,D5B-B12,D5B-B12,trans,2.609,749767.9417
25,D5B-C1,D5B-C1,trans,2.606,396688.3173
26,D5B-C2,D5B-C2,trans,2.605,496962.6305
27,D5B-C3,D5B-C3,trans,2.608,386275.8772
28,D5B-C4,D5B-C4,trans,2.606,498187.1462
29,D5B-C5,D5B-C5,trans,2.608,503778.4325
30,D5B-C6,D5B-C6,trans,2.609,178945.6158
31,D5B-C7,D5B-C7,trans,2.610,424759.0160
32,D5B-C8,D5B-C8,trans,2.606,507467.2300
33,D5B-C9,D5B-C9,trans,2.607,58113.3195
34,D5B-C10,D5B-C10,trans,2.606,512796.8575
35,D5B-C11,D5B-C11,trans,2.607,573191.3637
36,D5B-C12,D5B-C12,trans,2.607,501334.9680
37,D5B-D1,D5B-D1,trans,2.607,87536.0394
38,D5B-D2,D5B-D2,trans,2.605,512796.6540
39,D5B-D3,D5B-D3,trans,2.608,82003.0468
40,D5B-D4,D5B-D4,trans,2.607,445601.8757
41,D5B-D5,D5B-D5,trans,2.608,196571.5008
42,D5B-D6,D5B-D6,trans,2.611,434191.9590
43,D5B-D7,D5B-D7,trans,2.608,49408.6177
44,D5B-D8,D5B-D8,trans,2.607,532307.0088
45,D5B-D9,D5B-D9,trans,2.607,254436.2380
46,D5B-D10,D5B-D10,trans,2.607,516375.2474
47,D5B-D11,D5B-D11,trans,2.608,93901.9832
48,D5B-D12,D5B-D12,trans,2.603,492686.6126
49,D5B-E1,D5B-E1,trans,2.606,531984.9520
50,D5B-E2,D5B-E2,trans,2.604,482217.8917
51,D5B-E3,D5B-E3,trans,2.606,451026.5447
52,D5B-E4,D5B-E4,trans,2.610,468217.5992
53,D5B-E5,D5B-E5,trans,2.608,29800.9536
54,D5B-E6,D5B-E6,trans,2.608,448224.9115
55,D5B-E7,D5B-E7,trans,2.609,75159.9462
56,D5B-E8,D5B-E8,trans,2.604,451258.9469
57,D5B-E9,D5B-E9,trans,2.609,440002.1293
58,D5B-E10,D5B-E10,trans,2.607,405930.7879
59,D5B-E11,D5B-E11,trans,2.609,126948.7545
60,D5B-E12,D5B-E12,trans,2.607,440845.3669
61,D5B-F1,D5B-F1,trans,2.609,240110.7396
62,D5B-F2,D5B-F2,trans,2.608,404151.3369
63,D5B-F3,D5B-F3,trans,2.606,417478.4198
64,D5B-F4,D5B-F4,trans,2.608,266693.7986
65,D5B-F5,D5B-F5,trans,2.609,447784.4727
66,D5B-F6,D5B-F6,trans,2.607,447831.1069
67,D5B-F7,D5B-F7,trans,2.613,65826.7017
68,D5B-F8,D5B-F8,trans,2.604,432973.7093
69,D5B-F9,D5B-F9,trans,2.605,592047.1421
70,D5B-F10,D5B-F10,trans,2.608,531243.2918
71,D5B-F11,D5B-F11,trans,2.604,478314.6000
72,D5B-F12,D5B-F12,trans,2.606,438527.5980
73,D5B-G1,D5B-G1,trans,2.611,494339.8586
74,D5B-G2,D5B-G2,trans,2.607,334445.7859
75,D5B-G3,D5B-G3,trans,2.608,374282.9643
76,D5B-G4,D5B-G4,trans,2.608,452773.7706
77,D5B-G5,D5B-G5,trans,2.605,113189.6501
78,D5B-G6,D5B-G6,trans,2.604,519156.4575
79,D5B-G7,D5B-G7,trans,2.609,411549.3514
80,D5B-G8,D5B-G8,trans,2.654,147583.5712
81,D5B-G9,D5B-G9,trans,2.603,53475.0474
82,D5B-G10,D5B-G10,trans,2.605,45667.6603
83,D5B-G11,D5B-G11,trans,2.604,400503.8997
84,D5B-G12,D5B-G12,trans,2.606,435497.5180
85,D5B-H1,D5B-H1,trans,2.609,423699.3349
86,D5B-H2,D5B-H2,trans,2.607,60477.9742
87,D5B-H3,D5B-H3,trans,2.605,432474.0741
88,D5B-H4,D5B-H4,trans,2.607,479813.4408
89,D5B-H5,D5B-H5,trans,2.604,460567.0705
90,D5B-H6,D5B-H6,trans,2.605,303158.8143
91,D5B-H7,D5B-H7,trans,2.608,451124.7255
92,D5B-H8,D5B-H8,trans,2.606,199901.9887
93,D5B-H9,D5B-H9,trans,2.608,380620.8419
94,D5B-H10,D5B-H10,trans,2.608,628207.4779
95,D5B-H11,D5B-H11,trans,2.607,467035.3855
96,D5B-H12,D5B-H12,trans,2.603,551543.0741
