Compound name (signal),cis (MS1 +TIC SIM ESI Frag=70V Gain=1.0)
Sample Acq Order No,Sample Vial Number,Sample Name,Compound Name,RT [min],Area
57,D5F-E9,D5F-E9,trans,2.607,26269.5654
58,D5F-E10,D5F-E10,trans,2.613,310112.4092
59,D5F-E11,D5F-E11,trans,2.610,56114.9137
60,D5F-E12,D5F-E12,trans,2.608,230066.3919
61,D5F-F1,D5F-F1,trans,2.611,238742.3237
62,D5F-F2,D5F-F2,trans,2.612,171825.0676
63,D5F-F3,D5F-F3,trans,2.608,188368.6847
64,D5F-F4,D5F-F4,trans,2.608,236189.9798
65,D5F-F5,D5F-F5,trans,2.612,218922.8897
66,D5F-F6,D5F-F6,trans,2.611,116959.0279
67,D5F-F7,D5F-F7,trans,2.609,187227.6190
68,D5F-F8,D5F-F8,trans,2.610,75674.1569
69,D5F-F9,D5F-F9,trans,2.608,21657.2193
70,D5F-F10,D5F-F10,trans,2.608,344688.4200
71,D5F-F11,D5F-F11,trans,2.610,43386.8122
72,D5F-F12,D5F-F12,trans,2.609,77099.0595
73,D5F-G1,D5F-G1,trans,2.608,18832.0462
74,D5F-G2,D5F-G2,trans,2.606,32308.2005
75,D5F-G3,D5F-G3,trans,2.607,217139.0946
76,D5F-G4,D5F-G4,trans,2.613,121886.5556
77,D5F-G5,D5F-G5,trans,2.610,295232.0781
78,D5F-G6,D5F-G6,trans,2.613,343122.2345
79,D5F-G7,D5F-G7,trans,2.610,323348.0177
80,D5F-G8,D5F-G8,trans,2.612,230596.2233
81,D5F-G9,D5F-G9,trans,2.611,301200.6541
82,D5F-G10,D5F-G10,trans,2.608,60583.2577
83,D5F-G11,D5F-G11,trans,2.615,460235.2308
84,D5F-G12,D5F-G12,trans,2.611,454633.3301
85,D5F-H1,D5F-H1,trans,2.610,425446.1697
86,D5F-H2,D5F-H2,trans,2.612,478618.0623
87,D5F-H3,D5F-H3,trans,2.610,458568.8513
88,D5F-H4,D5F-H4,trans,2.613,332408.1698
89,D5F-H5,D5F-H5,trans,2.610,248317.0852
90,D5F-H6,D5F-H6,trans,2.610,88394.2829
91,D5F-H7,D5F-H7,trans,2.609,195173.2876
92,D5F-H8,D5F-H8,trans,,
93,D5F-H9,D5F-H9,trans,2.611,369295.8409
94,D5F-H10,D5F-H10,trans,2.610,49329.1582
95,D5F-H11,D5F-H11,trans,2.609,210245.0689
96,D5F-H12,D5F-H12,trans,2.610,452919.2153
